drug_name,rx_normcui,class,drug_name_broad,term_type,name,drug
,597983,,,SCDC,atorvastatin 40 MG,Atorvastatin
,597984,,,SCD,Amlodipine 5 MG / atorvastatin 40 MG Oral Tablet,Atorvastatin
,597987,,,SCD,Amlodipine 10 MG / atorvastatin 10 MG Oral Tablet,Atorvastatin
,597990,,,SCD,Amlodipine 10 MG / atorvastatin 40 MG Oral Tablet,Atorvastatin
,597993,,,SCD,Amlodipine 2.5 MG / atorvastatin 40 MG Oral Tablet,Atorvastatin
,617310,,,SCD,atorvastatin 20 MG Oral Tablet,Atorvastatin
,617311,,,SCD,atorvastatin 40 MG Oral Tablet,Atorvastatin
,617312,,,SCD,atorvastatin 10 MG Oral Tablet,Atorvastatin
,617313,,,SBDC,atorvastatin 10 MG [Lipitor],Atorvastatin
,617314,,,SBD,atorvastatin 10 MG Oral Tablet [Lipitor],Atorvastatin
,617317,,,SBDC,atorvastatin 20 MG [Lipitor],Atorvastatin
,617318,,,SBD,atorvastatin 20 MG Oral Tablet [Lipitor],Atorvastatin
,617319,,,SBDC,atorvastatin 40 MG [Lipitor],Atorvastatin
,617320,,,SBD,atorvastatin 40 MG Oral Tablet [Lipitor],Atorvastatin
,644112,,,SCD,24 HR Lovastatin 40 MG / Niacin 1000 MG Extended Release Oral Tablet,Lovastatin
,6472,,,IN,Lovastatin,Lovastatin
,687046,,,SBDC,fluvastatin 80 MG [Lescol],Fluvastatin
,687047,,,SBDF,fluvastatin Extended Release Oral Tablet [Lescol],Fluvastatin
,687048,,,SBD,24 HR fluvastatin 80 MG Extended Release Oral Tablet [Lescol],Fluvastatin
,72875,,,PIN,Fluvastatin sodium,Fluvastatin
,729604,,,SCDF,Lovastatin / Niacin Oral Tablet,Lovastatin
,729605,,,SCD,Lovastatin 40 MG / Niacin 1000 MG Oral Tablet,Lovastatin
,750197,,,SBDC,Amlodipine 10 MG / atorvastatin 10 MG [Caduet],Atorvastatin
,750199,,,SBD,Amlodipine 10 MG / atorvastatin 10 MG Oral Tablet [Caduet],Atorvastatin
,750201,,,SBDC,Amlodipine 10 MG / atorvastatin 20 MG [Caduet],Atorvastatin
,750203,,,SBD,Amlodipine 10 MG / atorvastatin 20 MG Oral Tablet [Caduet],Atorvastatin
,750205,,,SBDC,Amlodipine 10 MG / atorvastatin 40 MG [Caduet],Atorvastatin
,750207,,,SBD,Amlodipine 10 MG / atorvastatin 40 MG Oral Tablet [Caduet],Atorvastatin
,750209,,,SBDC,Amlodipine 10 MG / atorvastatin 80 MG [Caduet],Atorvastatin
,750211,,,SBD,Amlodipine 10 MG / atorvastatin 80 MG Oral Tablet [Caduet],Atorvastatin
,750213,,,SBDC,Amlodipine 2.5 MG / atorvastatin 40 MG [Caduet],Atorvastatin
,750215,,,SBD,Amlodipine 2.5 MG / atorvastatin 40 MG Oral Tablet [Caduet],Atorvastatin
,750217,,,SBDC,Amlodipine 2.5 MG / atorvastatin 20 MG [Caduet],Atorvastatin
,750218,,,SBDF,Amlodipine / atorvastatin Oral Tablet [Caduet],Atorvastatin
,750219,,,SBD,Amlodipine 2.5 MG / atorvastatin 20 MG Oral Tablet [Caduet],Atorvastatin
,750221,,,SBDC,Amlodipine 2.5 MG / atorvastatin 10 MG [Caduet],Atorvastatin
,750223,,,SBD,Amlodipine 2.5 MG / atorvastatin 10 MG Oral Tablet [Caduet],Atorvastatin
,750225,,,SBDC,Amlodipine 5 MG / atorvastatin 10 MG [Caduet],Atorvastatin
,750227,,,SBD,Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet [Caduet],Atorvastatin
,750229,,,SBDC,Amlodipine 5 MG / atorvastatin 20 MG [Caduet],Atorvastatin
,750231,,,SBD,Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet [Caduet],Atorvastatin
,750233,,,SBDC,Amlodipine 5 MG / atorvastatin 40 MG [Caduet],Atorvastatin
,750235,,,SBD,Amlodipine 5 MG / atorvastatin 40 MG Oral Tablet [Caduet],Atorvastatin
,750237,,,SBDC,Amlodipine 5 MG / atorvastatin 80 MG [Caduet],Atorvastatin
,750239,,,SBD,Amlodipine 5 MG / atorvastatin 80 MG Oral Tablet [Caduet],Atorvastatin
,757701,,,SCDF,Simvastatin Disintegrating Oral Tablet,Simvastatin
,757702,,,SCD,Simvastatin 10 MG Disintegrating Oral Tablet,Simvastatin
,757703,,,SCD,Simvastatin 20 MG Disintegrating Oral Tablet,Simvastatin
,757704,,,SCD,Simvastatin 40 MG Disintegrating Oral Tablet,Simvastatin
,757705,,,SCD,Simvastatin 80 MG Disintegrating Oral Tablet,Simvastatin
,761906,,,SCDF,Niacin / Simvastatin Extended Release Oral Tablet,Simvastatin
,761907,,,SCD,24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet,Simvastatin
,761909,,,SCD,24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet,Simvastatin
,762970,,,SCD,24 HR Niacin 750 MG / Simvastatin 20 MG Extended Release Oral Tablet,Simvastatin
,763226,,,SBDC,Niacin 1000 MG / Simvastatin 20 MG [Simcor],Simvastatin
,763228,,,SBD,24 HR Niacin 1000 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor],Simvastatin
,763230,,,SBDC,Niacin 500 MG / Simvastatin 20 MG [Simcor],Simvastatin
,763232,,,SBD,24 HR Niacin 500 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor],Simvastatin
,763234,,,SBDC,Niacin 750 MG / Simvastatin 20 MG [Simcor],Simvastatin
,763236,,,SBD,24 HR Niacin 750 MG / Simvastatin 20 MG Extended Release Oral Tablet [Simcor],Simvastatin
,791832,,,SBDC,Lovastatin 20 MG / Niacin 1000 MG [Advicor],Lovastatin
,791833,,,SBDF,Lovastatin / Niacin Extended Release Oral Tablet [Advicor],Lovastatin
,791834,,,SBD,24 HR Lovastatin 20 MG / Niacin 1000 MG Extended Release Oral Tablet [Advicor],Lovastatin
,791836,,,SBDC,Lovastatin 20 MG / Niacin 500 MG [Advicor],Lovastatin
,791838,,,SBD,24 HR Lovastatin 20 MG / Niacin 500 MG Extended Release Oral Tablet [Advicor],Lovastatin
,791840,,,SBDC,Lovastatin 20 MG / Niacin 750 MG [Advicor],Lovastatin
,791842,,,SBD,24 HR Lovastatin 20 MG / Niacin 750 MG Extended Release Oral Tablet [Advicor],Lovastatin
,791844,,,SBDC,Lovastatin 40 MG / Niacin 1000 MG [Advicor],Lovastatin
,791846,,,SBD,24 HR Lovastatin 40 MG / Niacin 1000 MG Extended Release Oral Tablet [Advicor],Lovastatin
,803516,,,MIN,Niacin / Simvastatin,Simvastatin
,828372,,,SCDC,fenofibric acid 135 MG,fenofibric acid
,828373,,,SCD,fenofibric acid 135 MG Delayed Release Oral Capsule,fenofibric acid
,828374,,,BN,Trilipix,fenofibric acid
,828375,,,SBDC,fenofibric acid 135 MG [Trilipix],fenofibric acid
,828376,,,SBDF,Fenofibrate Delayed Release Oral Capsule [Trilipix],fenofibric acid
,828377,,,SBD,fenofibric acid 135 MG Delayed Release Oral Capsule [Trilipix],fenofibric acid
,828378,,,SCDC,fenofibric acid 45 MG,fenofibric acid
,828379,,,SCD,fenofibric acid 45 MG Delayed Release Oral Capsule,fenofibric acid
,828380,,,SBDC,fenofibric acid 45 MG [Trilipix],fenofibric acid
,828381,,,SBD,fenofibric acid 45 MG Delayed Release Oral Capsule [Trilipix],fenofibric acid
,830777,,,SCDF,coenzyme Q10 / red yeast rice Oral Capsule,Red Yeast Rice
,830778,,,SCD,coenzyme Q10 60 MG / red yeast rice 600 MG Oral Capsule,Red Yeast Rice
,83366,,,PIN,Atorvastatin calcium,Atorvastatin
,83367,,,IN,atorvastatin,Atorvastatin
,848943,,,SCD,Cholestyramine Resin 4000 MG Powder for Oral Suspension,Cholestyramine
,848949,,,SBD,Cholestyramine Resin 4000 MG Powder for Oral Suspension [Questran],Cholestyramine
,848951,,,SBD,Sugar-Free Cholestyramine Resin 4000 MG Powder for Oral Suspension [Prevalite],Cholestyramine
,857467,,,SCDF,red yeast rice Oral Tablet,Red Yeast Rice
,857468,,,SCD,red yeast rice 600 MG Oral Tablet,Red Yeast Rice
,859418,,,SCDC,Rosuvastatin calcium 40 MG,Rosuvastatin
,859419,,,SCD,Rosuvastatin calcium 40 MG Oral Tablet,Rosuvastatin
,859420,,,SBDC,Rosuvastatin calcium 40 MG [Crestor],Rosuvastatin
,859421,,,SBD,Rosuvastatin calcium 40 MG Oral Tablet [Crestor],Rosuvastatin
,859423,,,SCDC,Rosuvastatin calcium 5 MG,Rosuvastatin
,859424,,,SCD,Rosuvastatin calcium 5 MG Oral Tablet,Rosuvastatin
,859425,,,SBDC,Rosuvastatin calcium 5 MG [Crestor],Rosuvastatin
,859426,,,SBD,Rosuvastatin calcium 5 MG Oral Tablet [Crestor],Rosuvastatin
,859746,,,SCDC,Rosuvastatin calcium 10 MG,Rosuvastatin
,859747,,,SCD,Rosuvastatin calcium 10 MG Oral Tablet,Rosuvastatin
,859748,,,SBDC,Rosuvastatin calcium 10 MG [Crestor],Rosuvastatin
,859749,,,SBD,Rosuvastatin calcium 10 MG Oral Tablet [Crestor],Rosuvastatin
,859750,,,SCDC,Rosuvastatin calcium 20 MG,Rosuvastatin
,859751,,,SCD,Rosuvastatin calcium 20 MG Oral Tablet,Rosuvastatin
,859752,,,SBDC,Rosuvastatin calcium 20 MG [Crestor],Rosuvastatin
,859753,,,SBD,Rosuvastatin calcium 20 MG Oral Tablet [Crestor],Rosuvastatin
,860879,,,SCDC,fenofibric acid 105 MG,fenofibric acid
,860880,,,SCD,fenofibric acid 105 MG Oral Tablet,fenofibric acid
,860881,,,BN,Fibricor,fenofibric acid
,860882,,,SBDC,fenofibric acid 105 MG [Fibricor],fenofibric acid
,860883,,,SBDF,Fenofibrate Oral Tablet [Fibricor],fenofibric acid
,860884,,,SBD,fenofibric acid 105 MG Oral Tablet [Fibricor],fenofibric acid
,860885,,,SCDC,fenofibric acid 35 MG,fenofibric acid
,860886,,,SCD,fenofibric acid 35 MG Oral Tablet,fenofibric acid
,860887,,,SBDC,fenofibric acid 35 MG [Fibricor],fenofibric acid
,860888,,,SBD,fenofibric acid 35 MG Oral Tablet [Fibricor],fenofibric acid
,861612,,,BN,Livalo,Pitavastatin
,861634,,,IN,pitavastatin,Pitavastatin
,861640,,,PIN,pitavastatin calcium,Pitavastatin
,861641,,,SCDC,pitavastatin 1 MG,Pitavastatin
,861642,,,SCDF,pitavastatin Oral Tablet,Pitavastatin
,861643,,,SCD,pitavastatin 1 MG Oral Tablet,Pitavastatin
,861644,,,SBDC,pitavastatin 1 MG [Livalo],Pitavastatin
,861645,,,SBDF,pitavastatin Oral Tablet [Livalo],Pitavastatin
,861646,,,SBD,pitavastatin 1 MG Oral Tablet [Livalo],Pitavastatin
,861647,,,SCDC,pitavastatin 2 MG,Pitavastatin
,861648,,,SCD,pitavastatin 2 MG Oral Tablet,Pitavastatin
,861649,,,SBDC,pitavastatin 2 MG [Livalo],Pitavastatin
,861650,,,SBD,pitavastatin 2 MG Oral Tablet [Livalo],Pitavastatin
,861651,,,SCDC,pitavastatin 4 MG,Pitavastatin
,861652,,,SCD,pitavastatin 4 MG Oral Tablet,Pitavastatin
,861653,,,SBDC,pitavastatin 4 MG [Livalo],Pitavastatin
,861654,,,SBD,pitavastatin 4 MG Oral Tablet [Livalo],Pitavastatin
,866900,,,SCD,Colesevelam hydrochloride 1875 MG Powder for Oral Suspension,Colesevelam
,866903,,,SBD,Colesevelam hydrochloride 1875 MG Powder for Oral Suspension [Welchol],Colesevelam
,866905,,,SCD,Colesevelam hydrochloride 3750 MG Powder for Oral Suspension,Colesevelam
,866907,,,SBD,Colesevelam hydrochloride 3750 MG Powder for Oral Suspension [Welchol],Colesevelam
,866909,,,SCDC,Colesevelam hydrochloride 625 MG,Colesevelam
,866910,,,SCD,Colesevelam hydrochloride 625 MG Oral Tablet,Colesevelam
,866911,,,SBDC,Colesevelam hydrochloride 625 MG [Welchol],Colesevelam
,866912,,,SBD,Colesevelam hydrochloride 625 MG Oral Tablet [Welchol],Colesevelam
,8703,,,IN,Fenofibrate,fenofibric acid
,884383,,,SBD,24 HR Lovastatin 60 MG Extended Release Oral Tablet [Altoprev],Lovastatin
,904457,,,SCDC,Pravastatin Sodium 10 MG,Pravastatin
,904458,,,SCD,Pravastatin Sodium 10 MG Oral Tablet,Pravastatin
,904459,,,SBDC,Pravastatin Sodium 10 MG [Pravachol],Pravastatin
,904460,,,SBD,Pravastatin Sodium 10 MG Oral Tablet [Pravachol],Pravastatin
,904466,,,SCDC,Pravastatin Sodium 20 MG,Pravastatin
,904467,,,SCD,Pravastatin Sodium 20 MG Oral Tablet,Pravastatin
,904468,,,SBDC,Pravastatin Sodium 20 MG [Pravachol],Pravastatin
,904469,,,SBD,Pravastatin Sodium 20 MG Oral Tablet [Pravachol],Pravastatin
,904474,,,SCDC,Pravastatin Sodium 40 MG,Pravastatin
,904475,,,SCD,Pravastatin Sodium 40 MG Oral Tablet,Pravastatin
,904476,,,SBDC,Pravastatin Sodium 40 MG [Pravachol],Pravastatin
,904477,,,SBD,Pravastatin Sodium 40 MG Oral Tablet [Pravachol],Pravastatin
,904480,,,SCDC,Pravastatin Sodium 80 MG,Pravastatin
,904481,,,SCD,Pravastatin Sodium 80 MG Oral Tablet,Pravastatin
,904482,,,SBDC,Pravastatin Sodium 80 MG [Pravachol],Pravastatin
,904483,,,SBD,Pravastatin Sodium 80 MG Oral Tablet [Pravachol],Pravastatin
,904664,,,GPCK,{30 (Aspirin 325 MG Oral Tablet) / 30 (Pravastatin Sodium 80 MG Oral Tablet) } Pack,Pravastatin
,904668,,,GPCK,{30 (Aspirin 81 MG Oral Tablet) / 30 (Pravastatin Sodium 40 MG Oral Tablet) } Pack,Pravastatin
,997006,,,SBD,24 HR Lovastatin 20 MG Extended Release Oral Tablet [Altoprev],Lovastatin
,997007,,,SBD,24 HR Lovastatin 40 MG Extended Release Oral Tablet [Altoprev],Lovastatin
,999935,,,SCD,24 HR Niacin 1000 MG / Simvastatin 40 MG Extended Release Oral Tablet,Simvastatin
,999937,,,SBDC,Niacin 1000 MG / Simvastatin 40 MG [Simcor],Simvastatin
,999938,,,SBDF,Niacin / Simvastatin Extended Release Oral Tablet [Simcor],Simvastatin
,999939,,,SBD,24 HR Niacin 1000 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor],Simvastatin
,999942,,,SCD,24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet,Simvastatin
,999944,,,SBDC,Niacin 500 MG / Simvastatin 40 MG [Simcor],Simvastatin
,999946,,,SBD,24 HR Niacin 500 MG / Simvastatin 40 MG Extended Release Oral Tablet [Simcor],Simvastatin
10 ML Furosemide 10 MG/ML Prefilled Syringe,727574,Other Diuretics,Furosemide,,,
12 HR Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet,1013930,Other antihypertensive,Clonidine,,,
12 HR Clonidine Hydrochloride 0.1 MG Extended Release Tablet,1013930,Other antihypertensive,Clonidine,,,
12 HR Clonidine Hydrochloride 0.1 MG Extended Release Tablet [Kapvay],1013934,Other antihypertensive,Clonidine,,,
12 HR Clonidine Hydrochloride 0.2 MG Extended Release Oral Tablet,1013937,Other antihypertensive,Clonidine,,,
12 HR Clonidine Hydrochloride 0.2 MG Extended Release Tablet,1013937,Other antihypertensive,Clonidine,,,
12 HR Clonidine Hydrochloride 0.2 MG Extended Release Tablet [Kapvay],1013939,Other antihypertensive,Clonidine,,,
12 HR Diltiazem 120 MG Extended Release Oral Tablet,246395,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 120 MG Extended Release Tablet,246395,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 120 MG Extended Release Tablet [Angiozem CR],152803,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 120 MG Extended Release Tablet [Calcicard CR],151127,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 120 MG Extended Release Tablet [Tildiem Retard],104404,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 180 MG Extended Release Oral Tablet,246261,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 180 MG Extended Release Tablet,246261,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 240 MG Extended Release Tablet,246472,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 300 MG Extended Release Capsule,245227,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 300 MG Extended Release Oral Capsule,245227,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 90 MG Extended Release Tablet,246260,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 90 MG Extended Release Tablet [Angiozem CR],152802,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 90 MG Extended Release Tablet [Calcicard CR],151126,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem 90 MG Extended Release Tablet [Tildiem Retard],201444,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule,830872,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Angitil SR],108849,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Cardizem],830873,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilcardia SR,153840,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Dilzem SR],104408,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Capsule [Optil SR],227074,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 120 MG Extended Release Oral Capsule,830872,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 240 MG Extended Release Capsule,849861,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 240 MG Extended Release Oral Capsule,849861,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule,830865,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule [Cardizem],830867,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule [Dilcardia SR],153894,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Capsule [Dilzem SR],104409,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Oral Capsule,830865,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Oral Tablet,833707,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 60 MG Extended Release Tablet,833707,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule,830869,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Angitil SR],108850,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Cardizem],830871,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Dilcardia SR],153839,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Dilzem SR],104407,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Capsule [Optil SR],227073,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Capsule,830869,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet,833708,Calcium channel blocker,Diltiazem,,,
12 HR Diltiazem Hydrochloride 90 MG Extended Release Tablet,833708,Calcium channel blocker,Diltiazem,,,
12 HR Nicardipine hydrochloride 30 MG Extended Release Capsule,858587,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 30 MG Extended Release Capsule [Cardene],858589,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 30 MG Extended Release Oral Capsule,858587,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 45 MG Extended Release Capsule,858580,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 45 MG Extended Release Capsule [Cardene],858583,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 45 MG Extended Release Oral Capsule,858580,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 50 MG Extended Release Capsule,859007,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 50 MG Extended Release Oral Capsule,859007,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 60 MG Extended Release Capsule,858593,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 60 MG Extended Release Capsule [Cardene],858595,Calcium channel blocker,Nicardipine,,,
12 HR Nicardipine hydrochloride 60 MG Extended Release Oral Capsule,858593,Calcium channel blocker,Nicardipine,,,
12 HR Nifedipine 10 MG Extended Release Capsule,250206,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Capsule [Coracten],201458,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Oral Capsule,250206,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Oral Tablet,248708,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet,248708,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Adalat Retard 10],201453,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Adipine MR 10],151244,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Angiopine MR],153538,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Cardilate MR],152906,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Genalat Retard],153593,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Nifedipress MR 10],153914,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Nimodrel MR 10],152731,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Nivaten Retard],226347,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 10 MG Extended Release Tablet [Tensipine MR 10],152908,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Capsule,249620,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Capsule [Coracten],201455,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Oral Capsule,249620,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Oral Tablet,434135,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet,434135,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Adalat AR],201452,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Adalat Retard 20],201449,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Adalate LP],201451,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Adipine MR 20],151085,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Angiopine MR],104414,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Cardilate MR],103944,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Coroday MR],226536,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Genalat Retard],153594,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Hypolar Retard 20],108842,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Nifedipress MR 20],226663,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Nifedotard 20MR],153308,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Nifelease],108494,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Nifopress Retard],227119,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Nimodrel MR 20],152730,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Nivaten Retard],227083,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Slofedipine],153320,Calcium channel blocker,Nifedipine,,,
12 HR Nifedipine 20 MG Extended Release Tablet [Tensipine MR 20],152909,Calcium channel blocker,Nifedipine,,,
168 HR Clonidine 0.00417 MG/HR Transdermal Patch,998671,Other antihypertensive,Clonidine,,,
168 HR Clonidine 0.00417 MG/HR Transdermal Patch [Catapres-TTS-1],998673,Other antihypertensive,Clonidine,,,
